开始时间,结束时间,开盘,最高,最低,收盘,成交量,60均线上/下方(1/0),K线数量,涨/跌趋势(+/-),此波幅度,macd波数,异动小于-1.5倍,异动大于1.5倍
2018-01-03 09:15:00,2018-01-03 10:45:00,30574.0,30749.0,30574.0,30678.0,50966.0,1,90,+,175.0,8,6,8
2018-01-03 10:45:00,2018-01-03 11:25:00,30678.0,30686.0,30571.0,30664.0,17859.0,0,40,-,115.0,2,3,4
2018-01-03 11:25:00,2018-01-03 11:46:00,30664.0,30669.0,30635.0,30635.0,3675.0,1,21,+,34.0,4,0,0
2018-01-03 11:46:00,2018-01-03 11:47:00,30635.0,30640.0,30635.0,30640.0,98.0,0,1,+,5.0,1,0,0
2018-01-03 11:47:00,2018-01-03 11:50:00,30640.0,30640.0,30631.0,30631.0,323.0,1,3,-,9.0,1,0,0
2018-01-03 11:50:00,2018-01-03 11:58:00,30631.0,30638.0,30609.0,30638.0,1285.0,0,8,+,29.0,1,2,0
2018-01-03 11:58:00,2018-01-03 13:02:00,30638.0,30643.0,30630.0,30630.0,891.0,1,4,-,13.0,2,0,0
2018-01-03 13:02:00,2018-01-03 14:05:00,30630.0,30638.0,30514.0,30587.0,18902.0,0,63,-,124.0,7,3,6
2018-01-03 14:05:00,2018-01-03 14:06:00,30587.0,30587.0,30577.0,30577.0,428.0,1,1,-,10.0,1,0,1
2018-01-03 14:06:00,2018-01-03 14:18:00,30577.0,30578.0,30559.0,30578.0,2859.0,0,12,-,19.0,2,1,0
2018-01-03 14:18:00,2018-01-03 14:32:00,30578.0,30617.0,30558.0,30558.0,5362.0,1,14,-,59.0,3,2,1
2018-01-03 14:32:00,2018-01-03 14:54:00,30558.0,30569.0,30521.0,30569.0,6548.0,0,22,+,48.0,2,1,2
2018-01-03 14:54:00,2018-01-03 14:55:00,30569.0,30569.0,30560.0,30560.0,215.0,1,1,-,9.0,1,0,0
2018-01-03 14:55:00,2018-01-03 15:00:00,30560.0,30573.0,30560.0,30573.0,1101.0,0,5,+,13.0,1,0,0
2018-01-03 15:00:00,2018-01-03 15:02:00,30573.0,30573.0,30548.0,30548.0,603.0,1,2,-,25.0,1,0,1
2018-01-03 15:02:00,2018-01-03 15:04:00,30548.0,30593.0,30548.0,30593.0,1185.0,0,2,+,45.0,1,1,0
2018-01-03 15:04:00,2018-01-03 15:18:00,30593.0,30603.0,30568.0,30568.0,3505.0,1,14,+,35.0,2,0,1
2018-01-03 15:18:00,2018-01-03 15:19:00,30568.0,30578.0,30568.0,30578.0,319.0,0,1,+,10.0,1,0,0
2018-01-03 15:19:00,2018-01-03 15:30:00,30578.0,30602.0,30570.0,30570.0,2117.0,1,11,-,32.0,1,0,1
2018-01-03 15:30:00,2018-01-03 15:31:00,30570.0,30582.0,30570.0,30582.0,189.0,0,1,+,12.0,1,0,0
2018-01-03 15:31:00,2018-01-03 15:59:00,30582.0,30611.0,30576.0,30583.0,5238.0,1,28,+,35.0,7,0,1
2018-01-03 15:59:00,2018-01-03 16:00:00,30583.0,30597.0,30583.0,30597.0,360.0,0,1,+,14.0,1,1,0
2018-01-03 16:00:00,2018-01-03 16:02:00,30597.0,30597.0,30579.0,30579.0,361.0,1,2,-,18.0,1,0,1
2018-01-03 16:02:00,2018-01-03 16:05:00,30579.0,30591.0,30579.0,30591.0,356.0,0,3,+,12.0,1,0,0
2018-01-03 16:05:00,2018-01-03 16:07:00,30591.0,30594.0,30589.0,30589.0,181.0,1,2,-,5.0,1,0,0
2018-01-03 16:07:00,2018-01-03 16:25:00,30589.0,30596.0,30582.0,30596.0,2275.0,0,18,+,14.0,2,1,0
2018-01-03 16:25:00,2018-01-03 18:12:00,30596.0,30632.0,30596.0,30617.0,2275.0,1,62,+,36.0,6,1,2
2018-01-03 18:12:00,2018-01-03 18:13:00,30617.0,30618.0,30617.0,30618.0,28.0,0,1,+,1.0,1,0,0
2018-01-03 18:13:00,2018-01-03 18:14:00,30618.0,30618.0,30614.0,30614.0,19.0,1,1,-,4.0,1,0,0
2018-01-03 18:14:00,2018-01-03 18:17:00,30614.0,30618.0,30614.0,30618.0,29.0,0,3,+,4.0,1,0,0
2018-01-03 18:17:00,2018-01-03 18:35:00,30618.0,30629.0,30618.0,30620.0,219.0,1,18,+,11.0,3,1,1
2018-01-03 18:35:00,2018-01-03 18:36:00,30620.0,30623.0,30620.0,30623.0,11.0,0,1,+,3.0,1,0,0
2018-01-03 18:36:00,2018-01-03 19:51:00,30623.0,30652.0,30623.0,30637.0,1325.0,1,75,+,29.0,11,8,3
2018-01-03 19:51:00,2018-01-03 19:55:00,30637.0,30640.0,30636.0,30640.0,45.0,0,4,+,4.0,1,0,0
2018-01-03 19:55:00,2018-01-03 20:06:00,30640.0,30649.0,30640.0,30641.0,175.0,1,11,-,9.0,3,3,2
2018-01-03 20:06:00,2018-01-03 20:39:00,30641.0,30644.0,30637.0,30644.0,322.0,0,31,+,7.0,8,1,0
2018-01-03 20:39:00,2018-01-03 20:40:00,30644.0,30644.0,30638.0,30638.0,16.0,1,1,-,6.0,1,0,1
2018-01-03 20:40:00,2018-01-03 20:42:00,30638.0,30641.0,30638.0,30641.0,4.0,0,2,+,3.0,1,0,0
2018-01-03 20:42:00,2018-01-03 20:44:00,30641.0,30641.0,30640.0,30640.0,15.0,1,1,-,1.0,1,0,0
2018-01-03 20:44:00,2018-01-03 20:45:00,30640.0,30641.0,30640.0,30641.0,1.0,0,1,+,1.0,1,0,0
2018-01-03 20:45:00,2018-01-03 21:22:00,30641.0,30654.0,30641.0,30644.0,385.0,1,37,+,13.0,4,2,3
2018-01-03 21:22:00,2018-01-03 21:23:00,30644.0,30647.0,30644.0,30647.0,3.0,0,1,+,3.0,1,0,0
2018-01-03 21:23:00,2018-01-03 21:25:00,30647.0,30647.0,30644.0,30644.0,12.0,1,2,-,3.0,1,0,0
2018-01-03 21:25:00,2018-01-03 21:27:00,30644.0,30646.0,30643.0,30646.0,29.0,0,2,+,3.0,1,0,0
2018-01-03 21:27:00,2018-01-03 21:29:00,30646.0,30646.0,30644.0,30644.0,11.0,1,2,-,2.0,1,0,0
2018-01-03 21:29:00,2018-01-03 22:30:00,30644.0,30645.0,30614.0,30631.0,1583.0,0,61,-,31.0,4,1,8
2018-01-03 22:30:00,2018-01-04 00:00:00,30631.0,30714.0,30631.0,30698.0,4916.0,0,90,+,83.0,8,10,3
2018-01-04 00:00:00,2018-01-04 00:22:00,30698.0,30712.0,30695.0,30695.0,368.0,1,21,-,17.0,3,1,2
2018-01-04 00:22:00,2018-01-04 00:23:00,30695.0,30699.0,30695.0,30699.0,31.0,0,1,+,4.0,1,0,0
2018-01-04 00:23:00,2018-01-04 00:28:00,30699.0,30701.0,30696.0,30696.0,68.0,1,4,-,5.0,1,0,0
2018-01-04 00:28:00,2018-01-04 00:30:00,30696.0,30700.0,30696.0,30700.0,32.0,0,2,+,4.0,1,0,0
2018-01-04 00:30:00,2018-01-04 09:15:00,30700.0,30729.0,30692.0,30692.0,1912.0,1,30,+,37.0,3,3,1
2018-01-04 09:15:00,2018-01-04 10:25:00,30692.0,30697.0,30600.0,30648.0,34848.0,0,70,-,97.0,6,3,8
2018-01-04 10:25:00,2018-01-04 10:31:00,30648.0,30648.0,30629.0,30629.0,2009.0,1,6,-,19.0,1,0,0
2018-01-04 10:31:00,2018-01-04 10:35:00,30629.0,30634.0,30624.0,30634.0,1543.0,0,4,+,10.0,2,0,0
2018-01-04 10:35:00,2018-01-04 10:36:00,30634.0,30634.0,30620.0,30620.0,191.0,1,1,-,14.0,1,0,0
2018-01-04 10:36:00,2018-01-04 10:38:00,30620.0,30634.0,30620.0,30634.0,434.0,0,2,+,14.0,1,0,0
2018-01-04 10:38:00,2018-01-04 11:39:00,30634.0,30725.0,30634.0,30689.0,20017.0,1,61,+,91.0,7,3,0
2018-01-04 11:39:00,2018-01-04 11:42:00,30689.0,30699.0,30689.0,30699.0,351.0,0,3,+,10.0,1,0,0
2018-01-04 11:42:00,2018-01-04 11:53:00,30699.0,30710.0,30694.0,30694.0,1365.0,1,11,-,16.0,3,0,0
2018-01-04 11:53:00,2018-01-04 13:10:00,30694.0,30701.0,30688.0,30701.0,2710.0,0,17,-,13.0,2,0,0
2018-01-04 13:10:00,2018-01-04 14:04:00,30701.0,30793.0,30701.0,30746.0,18999.0,1,54,+,92.0,6,6,1
2018-01-04 14:04:00,2018-01-04 14:07:00,30746.0,30760.0,30746.0,30760.0,804.0,0,3,+,14.0,1,0,0
2018-01-04 14:07:00,2018-01-04 14:08:00,30760.0,30760.0,30747.0,30747.0,249.0,1,1,-,13.0,1,0,1
2018-01-04 14:08:00,2018-01-04 14:45:00,30747.0,30747.0,30694.0,30744.0,13451.0,0,37,-,53.0,4,4,2
2018-01-04 14:45:00,2018-01-04 14:46:00,30744.0,30744.0,30739.0,30739.0,346.0,1,1,-,5.0,1,0,0
2018-01-04 14:46:00,2018-01-04 14:47:00,30739.0,30765.0,30739.0,30765.0,1126.0,0,1,+,26.0,1,1,0
2018-01-04 14:47:00,2018-01-04 14:55:00,30765.0,30765.0,30734.0,30734.0,1719.0,1,8,-,31.0,2,0,0
2018-01-04 14:55:00,2018-01-04 14:56:00,30734.0,30743.0,30734.0,30743.0,487.0,0,1,+,9.0,1,0,0
2018-01-04 14:56:00,2018-01-04 15:02:00,30743.0,30750.0,30732.0,30732.0,1129.0,1,6,-,18.0,1,0,0
2018-01-04 15:02:00,2018-01-04 15:03:00,30732.0,30742.0,30732.0,30742.0,161.0,0,1,+,10.0,1,0,0
2018-01-04 15:03:00,2018-01-04 15:11:00,30742.0,30743.0,30732.0,30732.0,644.0,1,8,-,11.0,1,0,0
2018-01-04 15:11:00,2018-01-04 15:12:00,30732.0,30735.0,30732.0,30735.0,146.0,0,1,+,3.0,1,0,0
2018-01-04 15:12:00,2018-01-04 15:14:00,30735.0,30736.0,30730.0,30730.0,173.0,1,2,-,6.0,1,0,0
2018-01-04 15:14:00,2018-01-04 15:26:00,30730.0,30738.0,30703.0,30738.0,3097.0,0,12,+,35.0,2,0,1
2018-01-04 15:26:00,2018-01-04 15:28:00,30738.0,30738.0,30735.0,30735.0,392.0,1,2,-,3.0,1,0,0
2018-01-04 15:28:00,2018-01-04 15:29:00,30735.0,30736.0,30735.0,30736.0,105.0,0,1,+,1.0,1,0,0
2018-01-04 15:29:00,2018-01-04 15:30:00,30736.0,30736.0,30730.0,30730.0,103.0,1,1,-,6.0,1,0,0
2018-01-04 15:30:00,2018-01-04 15:31:00,30730.0,30736.0,30730.0,30736.0,97.0,0,1,+,6.0,1,0,0
2018-01-04 15:31:00,2018-01-04 15:32:00,30736.0,30736.0,30730.0,30730.0,73.0,1,1,-,6.0,1,0,0
2018-01-04 15:32:00,2018-01-04 15:33:00,30730.0,30737.0,30730.0,30737.0,134.0,0,1,+,7.0,1,0,0
2018-01-04 15:33:00,2018-01-04 15:53:00,30737.0,30753.0,30733.0,30733.0,3240.0,1,20,+,20.0,4,0,0
2018-01-04 15:53:00,2018-01-04 15:59:00,30733.0,30735.0,30724.0,30735.0,1586.0,0,6,+,11.0,1,1,0
2018-01-04 15:59:00,2018-01-04 16:03:00,30735.0,30742.0,30731.0,30731.0,921.0,1,4,-,11.0,3,0,0
2018-01-04 16:03:00,2018-01-04 16:05:00,30731.0,30739.0,30731.0,30739.0,251.0,0,2,+,8.0,2,0,0
2018-01-04 16:05:00,2018-01-04 16:06:00,30739.0,30739.0,30733.0,30733.0,165.0,1,1,-,6.0,1,0,0
2018-01-04 16:06:00,2018-01-04 16:08:00,30733.0,30740.0,30733.0,30740.0,284.0,0,2,+,7.0,1,0,0
2018-01-04 16:08:00,2018-01-04 16:16:00,30740.0,30753.0,30735.0,30735.0,1809.0,1,8,-,18.0,2,0,0
2018-01-04 16:16:00,2018-01-04 16:17:00,30735.0,30738.0,30735.0,30738.0,91.0,0,1,+,3.0,1,0,0
2018-01-04 16:17:00,2018-01-04 16:19:00,30738.0,30738.0,30737.0,30737.0,148.0,1,2,-,1.0,1,0,0
2018-01-04 16:19:00,2018-01-04 16:20:00,30737.0,30744.0,30737.0,30744.0,188.0,0,1,+,7.0,1,0,0
2018-01-04 16:20:00,2018-01-04 16:22:00,30744.0,30744.0,30737.0,30737.0,183.0,1,2,-,7.0,3,0,0
2018-01-04 16:22:00,2018-01-04 16:28:00,30737.0,30743.0,30728.0,30743.0,1084.0,0,6,+,15.0,1,1,0
2018-01-04 16:28:00,2018-01-04 18:11:00,30743.0,30775.0,30743.0,30756.0,1488.0,1,57,+,32.0,5,3,2
2018-01-04 18:11:00,2018-01-04 18:19:00,30756.0,30765.0,30753.0,30765.0,119.0,0,8,+,12.0,2,2,1
2018-01-04 18:19:00,2018-01-04 18:25:00,30765.0,30765.0,30762.0,30762.0,37.0,1,6,-,3.0,1,0,0
2018-01-04 18:25:00,2018-01-04 18:26:00,30762.0,30763.0,30762.0,30763.0,2.0,0,1,+,1.0,1,0,0
2018-01-04 18:26:00,2018-01-04 18:27:00,30763.0,30763.0,30762.0,30762.0,7.0,1,1,-,1.0,1,0,0
2018-01-04 18:27:00,2018-01-04 18:32:00,30762.0,30763.0,30758.0,30763.0,46.0,0,5,+,5.0,3,0,0
2018-01-04 18:32:00,2018-01-04 18:33:00,30763.0,30763.0,30762.0,30762.0,1.0,1,1,-,1.0,1,0,0
2018-01-04 18:33:00,2018-01-04 18:34:00,30762.0,30763.0,30762.0,30763.0,2.0,0,1,+,1.0,1,0,0
2018-01-04 18:34:00,2018-01-04 18:35:00,30763.0,30763.0,30760.0,30760.0,4.0,1,1,-,3.0,1,0,0
2018-01-04 18:35:00,2018-01-04 18:37:00,30760.0,30763.0,30759.0,30763.0,19.0,0,2,+,4.0,3,1,0
2018-01-04 18:37:00,2018-01-04 18:42:00,30763.0,30767.0,30760.0,30760.0,45.0,1,5,+,7.0,1,0,0
2018-01-04 18:42:00,2018-01-04 18:43:00,30760.0,30764.0,30760.0,30764.0,9.0,0,1,+,4.0,1,0,0
2018-01-04 18:43:00,2018-01-04 18:54:00,30764.0,30766.0,30760.0,30760.0,80.0,1,10,-,6.0,2,0,1
2018-01-04 18:54:00,2018-01-04 19:23:00,30760.0,30762.0,30752.0,30762.0,203.0,0,28,+,10.0,4,3,1
2018-01-04 19:23:00,2018-01-04 19:29:00,30762.0,30762.0,30758.0,30758.0,62.0,1,6,-,4.0,1,0,0
2018-01-04 19:29:00,2018-01-04 19:30:00,30758.0,30760.0,30758.0,30760.0,8.0,0,1,+,2.0,1,0,0
2018-01-04 19:30:00,2018-01-04 19:39:00,30760.0,30762.0,30757.0,30757.0,59.0,1,8,+,5.0,2,0,0
2018-01-04 19:39:00,2018-01-04 19:41:00,30757.0,30760.0,30757.0,30760.0,2.0,0,1,+,3.0,1,0,0
2018-01-04 19:41:00,2018-01-04 19:42:00,30760.0,30760.0,30758.0,30758.0,1.0,1,1,-,2.0,1,0,0
2018-01-04 19:42:00,2018-01-04 19:43:00,30758.0,30760.0,30758.0,30760.0,7.0,0,1,+,2.0,1,0,0
2018-01-04 19:43:00,2018-01-04 21:01:00,30760.0,30782.0,30759.0,30773.0,1221.0,1,77,+,23.0,11,7,6
2018-01-04 21:01:00,2018-01-04 21:02:00,30773.0,30776.0,30773.0,30776.0,7.0,0,1,+,3.0,1,0,0
2018-01-04 21:02:00,2018-01-05 00:00:00,30776.0,30891.0,30776.0,30886.0,6829.0,0,178,+,115.0,20,24,15
2018-01-05 00:00:00,2018-01-05 00:16:00,30886.0,30886.0,30875.0,30875.0,248.0,1,16,-,11.0,6,0,1
2018-01-05 00:16:00,2018-01-05 00:54:00,30875.0,30875.0,30845.0,30871.0,1115.0,0,38,-,30.0,4,2,2
2018-01-05 00:54:00,2018-01-05 00:58:00,30871.0,30871.0,30864.0,30864.0,225.0,1,4,-,7.0,1,0,1
2018-01-05 00:58:00,2018-01-05 00:59:00,30864.0,30866.0,30864.0,30866.0,24.0,0,1,+,2.0,1,0,0
2018-01-05 00:59:00,2018-01-05 09:16:00,30866.0,30873.0,30854.0,30854.0,1241.0,1,2,-,19.0,1,0,2
2018-01-05 09:16:00,2018-01-05 09:18:00,30854.0,30887.0,30854.0,30887.0,1081.0,0,2,+,33.0,3,1,0
2018-01-05 09:18:00,2018-01-05 09:25:00,30887.0,30900.0,30864.0,30864.0,2793.0,1,7,-,36.0,2,1,2
2018-01-05 09:25:00,2018-01-05 09:26:00,30864.0,30872.0,30864.0,30872.0,300.0,0,1,+,8.0,1,0,0
2018-01-05 09:26:00,2018-01-05 09:34:00,30872.0,30908.0,30847.0,30847.0,5385.0,1,8,-,61.0,3,1,2
2018-01-05 09:34:00,2018-01-05 09:41:00,30847.0,30871.0,30825.0,30871.0,4231.0,0,7,+,46.0,1,2,1
2018-01-05 09:41:00,2018-01-05 09:47:00,30871.0,30885.0,30863.0,30863.0,2333.0,1,6,+,22.0,2,0,1
2018-01-05 09:47:00,2018-01-05 09:48:00,30863.0,30877.0,30863.0,30877.0,258.0,0,1,+,14.0,1,0,0
2018-01-05 09:48:00,2018-01-05 09:50:00,30877.0,30877.0,30864.0,30864.0,607.0,1,2,-,13.0,1,0,0
2018-01-05 09:50:00,2018-01-05 10:43:00,30864.0,30864.0,30706.0,30793.0,30407.0,0,53,-,158.0,5,2,3
2018-01-05 10:43:00,2018-01-05 10:45:00,30793.0,30793.0,30778.0,30778.0,1565.0,1,2,-,15.0,1,0,0
2018-01-05 10:45:00,2018-01-05 10:51:00,30778.0,30788.0,30774.0,30788.0,1585.0,0,6,+,14.0,1,0,0
2018-01-05 10:51:00,2018-01-05 11:05:00,30788.0,30794.0,30759.0,30759.0,3605.0,1,14,-,35.0,2,0,1
2018-01-05 11:05:00,2018-01-05 11:15:00,30759.0,30765.0,30741.0,30765.0,3484.0,0,10,+,24.0,1,0,0
2018-01-05 11:15:00,2018-01-05 11:20:00,30765.0,30772.0,30761.0,30761.0,1220.0,1,5,-,11.0,2,0,0
2018-01-05 11:20:00,2018-01-05 11:25:00,30761.0,30768.0,30758.0,30768.0,696.0,0,5,+,10.0,1,0,0
2018-01-05 11:25:00,2018-01-05 13:19:00,30768.0,30812.0,30768.0,30788.0,9364.0,1,54,+,44.0,6,2,2
2018-01-05 13:19:00,2018-01-05 13:24:00,30788.0,30792.0,30770.0,30792.0,1717.0,0,5,+,22.0,1,1,1
2018-01-05 13:24:00,2018-01-05 13:25:00,30792.0,30792.0,30789.0,30789.0,170.0,1,1,-,3.0,1,0,0
2018-01-05 13:25:00,2018-01-05 14:14:00,30789.0,30789.0,30744.0,30771.0,9054.0,0,49,-,45.0,6,3,2
2018-01-05 14:14:00,2018-01-05 14:16:00,30771.0,30771.0,30767.0,30767.0,280.0,1,2,-,4.0,1,0,0
2018-01-05 14:16:00,2018-01-05 14:30:00,30767.0,30768.0,30740.0,30768.0,2581.0,0,14,+,28.0,3,1,1
2018-01-05 14:30:00,2018-01-05 14:35:00,30768.0,30778.0,30754.0,30754.0,1609.0,1,5,-,24.0,1,1,2
2018-01-05 14:35:00,2018-01-05 14:36:00,30754.0,30764.0,30754.0,30764.0,117.0,0,1,+,10.0,1,0,0
2018-01-05 14:36:00,2018-01-05 14:38:00,30764.0,30764.0,30758.0,30758.0,280.0,1,2,-,6.0,1,0,0
2018-01-05 14:38:00,2018-01-05 15:27:00,30758.0,30758.0,30727.0,30745.0,8601.0,0,49,-,31.0,9,1,2
2018-01-05 15:27:00,2018-01-05 15:28:00,30745.0,30745.0,30741.0,30741.0,134.0,1,1,-,4.0,1,0,0
2018-01-05 15:28:00,2018-01-05 15:29:00,30741.0,30746.0,30741.0,30746.0,79.0,0,1,+,5.0,1,0,0
2018-01-05 15:29:00,2018-01-05 16:27:00,30746.0,30811.0,30746.0,30776.0,11593.0,1,58,+,65.0,4,5,3
2018-01-05 16:27:00,2018-01-05 17:27:00,30776.0,30785.0,30764.0,30785.0,995.0,0,15,+,21.0,2,0,1
2018-01-05 17:27:00,2018-01-05 17:28:00,30785.0,30785.0,30783.0,30783.0,52.0,1,1,-,2.0,1,0,0
2018-01-05 17:28:00,2018-01-05 17:30:00,30783.0,30785.0,30783.0,30785.0,46.0,0,2,+,2.0,1,0,0
2018-01-05 17:30:00,2018-01-05 17:35:00,30785.0,30795.0,30784.0,30784.0,198.0,1,5,-,11.0,1,0,0
2018-01-05 17:35:00,2018-01-05 17:36:00,30784.0,30788.0,30784.0,30788.0,27.0,0,1,+,4.0,1,0,0
2018-01-05 17:36:00,2018-01-05 17:45:00,30788.0,30792.0,30787.0,30787.0,144.0,1,9,+,5.0,2,0,0
2018-01-05 17:45:00,2018-01-05 17:48:00,30787.0,30790.0,30785.0,30790.0,46.0,0,3,+,5.0,1,0,0
2018-01-05 17:48:00,2018-01-05 19:25:00,30790.0,30848.0,30787.0,30835.0,3226.0,1,97,-,61.0,7,5,2
2018-01-05 19:25:00,2018-01-05 19:26:00,30835.0,30836.0,30835.0,30836.0,5.0,0,1,+,1.0,1,0,0
2018-01-05 19:26:00,2018-01-05 19:32:00,30836.0,30839.0,30835.0,30835.0,63.0,1,6,+,4.0,5,0,0
2018-01-05 19:32:00,2018-01-05 19:50:00,30835.0,30835.0,30825.0,30835.0,292.0,0,18,-,10.0,2,1,1
2018-01-05 19:50:00,2018-01-05 20:02:00,30835.0,30839.0,30831.0,30831.0,155.0,1,12,+,8.0,2,0,1
2018-01-05 20:02:00,2018-01-05 20:14:00,30831.0,30834.0,30827.0,30834.0,233.0,0,12,+,7.0,2,1,1
2018-01-05 20:14:00,2018-01-05 20:39:00,30834.0,30838.0,30833.0,30833.0,331.0,1,25,-,5.0,4,1,1
2018-01-05 20:39:00,2018-01-05 20:41:00,30833.0,30835.0,30833.0,30835.0,12.0,0,2,+,2.0,1,0,0
2018-01-05 20:41:00,2018-01-05 20:44:00,30835.0,30837.0,30833.0,30833.0,24.0,1,2,-,4.0,1,0,1
2018-01-05 20:44:00,2018-01-05 20:48:00,30833.0,30834.0,30831.0,30834.0,84.0,0,4,+,3.0,1,0,0
2018-01-05 20:48:00,2018-01-05 20:49:00,30834.0,30834.0,30829.0,30829.0,10.0,1,1,-,5.0,1,0,0
2018-01-05 20:49:00,2018-01-05 21:22:00,30829.0,30833.0,30807.0,30833.0,1212.0,0,33,-,26.0,4,8,7
2018-01-05 21:22:00,2018-01-05 21:24:00,30833.0,30833.0,30828.0,30828.0,61.0,1,2,-,5.0,1,0,0
2018-01-05 21:24:00,2018-01-05 21:27:00,30828.0,30828.0,30822.0,30828.0,70.0,0,3,-,6.0,1,1,1
2018-01-05 21:27:00,2018-01-05 21:29:00,30828.0,30830.0,30825.0,30825.0,37.0,1,2,-,5.0,1,0,1
2018-01-05 21:29:00,2018-01-05 21:30:00,30825.0,30841.0,30825.0,30841.0,331.0,0,1,+,16.0,1,1,0
2018-01-05 21:30:00,2018-01-05 22:18:00,30841.0,30868.0,30841.0,30848.0,2175.0,1,48,-,27.0,4,3,4
2018-01-05 22:18:00,2018-01-05 22:24:00,30848.0,30852.0,30846.0,30852.0,67.0,0,6,+,6.0,2,0,0
2018-01-05 22:24:00,2018-01-05 22:28:00,30852.0,30860.0,30852.0,30853.0,77.0,1,4,-,8.0,1,0,0
2018-01-05 22:28:00,2018-01-05 22:29:00,30853.0,30856.0,30853.0,30856.0,45.0,0,1,+,3.0,1,0,0
2018-01-05 22:29:00,2018-01-05 22:35:00,30856.0,30874.0,30839.0,30839.0,711.0,1,6,-,35.0,2,1,1
2018-01-05 22:35:00,2018-01-05 22:43:00,30839.0,30855.0,30827.0,30855.0,610.0,0,8,+,28.0,1,3,2
2018-01-05 22:43:00,2018-01-05 22:47:00,30855.0,30864.0,30847.0,30847.0,296.0,1,4,-,17.0,2,0,1
2018-01-05 22:47:00,2018-01-05 22:48:00,30847.0,30854.0,30847.0,30854.0,25.0,0,1,+,7.0,1,0,0
2018-01-05 22:48:00,2018-01-05 23:25:00,30854.0,30876.0,30854.0,30861.0,1409.0,1,37,+,22.0,4,2,0
2018-01-05 23:25:00,2018-01-05 23:31:00,30861.0,30864.0,30858.0,30864.0,274.0,0,6,+,6.0,1,0,0
2018-01-05 23:31:00,2018-01-05 23:36:00,30864.0,30868.0,30859.0,30859.0,104.0,1,5,-,9.0,1,0,0
2018-01-05 23:36:00,2018-01-05 23:37:00,30859.0,30865.0,30859.0,30865.0,15.0,0,1,+,6.0,1,0,0
2018-01-05 23:37:00,2018-01-05 23:38:00,30865.0,30865.0,30861.0,30861.0,9.0,1,1,-,4.0,1,0,0
2018-01-05 23:38:00,2018-01-05 23:39:00,30861.0,30864.0,30861.0,30864.0,12.0,0,1,+,3.0,1,0,0
2018-01-05 23:39:00,2018-01-05 23:40:00,30864.0,30864.0,30863.0,30863.0,17.0,1,1,-,1.0,2,0,0
2018-01-05 23:40:00,2018-01-05 23:41:00,30863.0,30866.0,30863.0,30866.0,32.0,0,1,+,3.0,1,0,0
2018-01-05 23:41:00,2018-01-05 23:43:00,30866.0,30866.0,30862.0,30862.0,19.0,1,2,-,4.0,1,0,0
2018-01-05 23:43:00,2018-01-05 23:54:00,30862.0,30870.0,30857.0,30870.0,176.0,0,11,+,13.0,5,1,0
2018-01-05 23:54:00,2018-01-06 00:00:00,30870.0,30876.0,30870.0,30873.0,137.0,0,6,-,6.0,1,1,0
2018-01-06 00:00:00,2018-01-06 00:59:00,30873.0,30904.0,30873.0,30894.0,1890.0,1,59,+,31.0,6,4,3
2018-01-06 00:59:00,2018-01-08 09:15:00,30894.0,30918.0,30894.0,30918.0,979.0,0,1,+,24.0,2,0,1
2018-01-08 09:15:00,2018-01-08 09:17:00,30918.0,30918.0,30891.0,30891.0,1140.0,1,2,-,27.0,2,0,2
2018-01-08 09:17:00,2018-01-08 09:33:00,30891.0,30918.0,30837.0,30918.0,10359.0,0,16,+,81.0,2,4,5
2018-01-08 09:33:00,2018-01-08 09:35:00,30918.0,30918.0,30821.0,30821.0,2590.0,1,2,-,97.0,1,0,2
2018-01-08 09:35:00,2018-01-08 10:47:00,30821.0,30859.0,30742.0,30785.0,36854.0,0,72,-,117.0,9,1,3
2018-01-08 10:47:00,2018-01-08 11:50:00,30785.0,30836.0,30785.0,30819.0,14173.0,1,63,-,51.0,6,4,0
2018-01-08 11:50:00,2018-01-08 13:39:00,30819.0,30819.0,30747.0,30792.0,10103.0,0,49,-,72.0,4,3,3
2018-01-08 13:39:00,2018-01-08 13:40:00,30792.0,30792.0,30784.0,30784.0,264.0,1,1,-,8.0,1,0,0
2018-01-08 13:40:00,2018-01-08 13:42:00,30784.0,30788.0,30783.0,30788.0,275.0,0,2,+,5.0,1,0,0
2018-01-08 13:42:00,2018-01-08 13:51:00,30788.0,30803.0,30776.0,30776.0,2466.0,1,9,+,27.0,2,1,0
2018-01-08 13:51:00,2018-01-08 13:52:00,30776.0,30780.0,30776.0,30780.0,163.0,0,1,+,4.0,1,0,0
2018-01-08 13:52:00,2018-01-08 13:53:00,30780.0,30780.0,30778.0,30778.0,121.0,1,1,-,2.0,1,0,0
2018-01-08 13:53:00,2018-01-08 13:54:00,30778.0,30783.0,30778.0,30783.0,122.0,0,1,+,5.0,1,0,0
2018-01-08 13:54:00,2018-01-08 13:55:00,30783.0,30783.0,30776.0,30776.0,242.0,1,1,-,7.0,1,0,0
2018-01-08 13:55:00,2018-01-08 13:58:00,30776.0,30780.0,30773.0,30780.0,589.0,0,3,+,7.0,1,0,0
2018-01-08 13:58:00,2018-01-08 14:32:00,30780.0,30809.0,30775.0,30775.0,6249.0,1,34,-,34.0,7,3,2
2018-01-08 14:32:00,2018-01-08 14:36:00,30775.0,30805.0,30775.0,30805.0,1177.0,0,4,+,30.0,2,1,0
