开始时间,结束时间,开盘,最高,最低,收盘,成交量,60均线上/下方(1/0),K线数量,涨/跌趋势(+/-),此波幅度,macd波数,异动小于-1.5倍,异动大于1.5倍
2018-01-29 21:55:00,2018-01-29 21:56:00,32797.0,32798.0,32797.0,32798.0,6.0,0,1,+,1.0,1,0,0
2018-01-29 21:56:00,2018-01-29 22:01:00,32798.0,32804.0,32793.0,32793.0,54.0,1,5,+,11.0,1,0,1
2018-01-29 22:01:00,2018-01-29 22:21:00,32793.0,32802.0,32783.0,32802.0,297.0,0,20,+,19.0,4,2,1
2018-01-29 22:21:00,2018-01-29 23:02:00,32802.0,32870.0,32802.0,32818.0,1964.0,1,41,+,68.0,4,6,5
2018-01-29 23:02:00,2018-01-29 23:03:00,32818.0,32826.0,32818.0,32826.0,86.0,0,1,+,8.0,1,0,0
2018-01-29 23:03:00,2018-01-29 23:05:00,32826.0,32836.0,32822.0,32822.0,93.0,1,2,-,14.0,1,0,1
2018-01-29 23:05:00,2018-01-29 23:06:00,32822.0,32835.0,32822.0,32835.0,27.0,0,1,+,13.0,1,0,0
2018-01-29 23:06:00,2018-01-29 23:15:00,32835.0,32847.0,32822.0,32822.0,355.0,1,9,+,25.0,3,0,0
2018-01-29 23:15:00,2018-01-29 23:24:00,32822.0,32843.0,32814.0,32843.0,338.0,0,9,+,29.0,2,2,0
2018-01-29 23:24:00,2018-01-29 23:35:00,32843.0,32861.0,32836.0,32836.0,440.0,1,11,-,25.0,2,1,0
2018-01-29 23:35:00,2018-01-29 23:58:00,32836.0,32836.0,32784.0,32828.0,894.0,0,23,-,52.0,2,0,1
2018-01-29 23:58:00,2018-01-30 00:00:00,32828.0,32828.0,32784.0,32784.0,49.0,1,2,-,44.0,1,0,0
2018-01-30 00:00:00,2018-01-30 00:23:00,32784.0,32810.0,32754.0,32810.0,522.0,0,23,+,56.0,3,3,3
2018-01-30 00:23:00,2018-01-30 00:24:00,32810.0,32810.0,32800.0,32800.0,34.0,1,1,-,10.0,1,0,0
2018-01-30 00:24:00,2018-01-30 00:29:00,32800.0,32803.0,32787.0,32803.0,149.0,0,5,+,16.0,1,1,0
2018-01-30 00:29:00,2018-01-30 09:15:00,32803.0,32837.0,32752.0,32752.0,1292.0,1,31,+,85.0,4,2,1
2018-01-30 09:15:00,2018-01-30 09:24:00,32752.0,32803.0,32714.0,32803.0,4817.0,0,9,+,89.0,2,3,1
2018-01-30 09:24:00,2018-01-30 09:30:00,32803.0,32840.0,32800.0,32800.0,4060.0,1,6,-,40.0,1,1,1
2018-01-30 09:30:00,2018-01-30 09:31:00,32800.0,32867.0,32800.0,32867.0,1955.0,0,1,+,67.0,1,1,0
2018-01-30 09:31:00,2018-01-30 09:39:00,32867.0,32913.0,32812.0,32812.0,8008.0,1,8,-,101.0,2,1,1
2018-01-30 09:39:00,2018-01-30 09:40:00,32812.0,32843.0,32812.0,32843.0,820.0,0,1,+,31.0,1,1,0
2018-01-30 09:40:00,2018-01-30 10:15:00,32843.0,32922.0,32822.0,32822.0,19220.0,1,35,+,100.0,3,1,1
2018-01-30 10:15:00,2018-01-30 10:17:00,32822.0,32860.0,32822.0,32860.0,960.0,0,2,+,38.0,1,0,0
2018-01-30 10:17:00,2018-01-30 10:50:00,32860.0,32961.0,32860.0,32896.0,15273.0,1,33,+,101.0,5,2,1
2018-01-30 10:50:00,2018-01-30 10:51:00,32896.0,32910.0,32896.0,32910.0,553.0,0,1,+,14.0,1,0,0
2018-01-30 10:51:00,2018-01-30 10:54:00,32910.0,32910.0,32898.0,32898.0,660.0,1,3,-,12.0,1,0,0
2018-01-30 10:54:00,2018-01-30 10:55:00,32898.0,32903.0,32898.0,32903.0,233.0,0,1,+,5.0,1,0,0
2018-01-30 10:55:00,2018-01-30 10:56:00,32903.0,32903.0,32885.0,32885.0,449.0,1,1,-,18.0,1,0,0
2018-01-30 10:56:00,2018-01-30 13:22:00,32885.0,32896.0,32461.0,32642.0,53095.0,0,86,-,435.0,6,5,13
2018-01-30 13:22:00,2018-01-30 13:23:00,32642.0,32642.0,32619.0,32619.0,887.0,1,1,-,23.0,1,0,0
2018-01-30 13:23:00,2018-01-30 13:26:00,32619.0,32632.0,32619.0,32632.0,1197.0,0,3,+,13.0,1,0,0
2018-01-30 13:26:00,2018-01-30 13:27:00,32632.0,32632.0,32621.0,32621.0,321.0,1,1,-,11.0,1,0,0
2018-01-30 13:27:00,2018-01-30 13:28:00,32621.0,32632.0,32621.0,32632.0,253.0,0,1,+,11.0,1,0,0
2018-01-30 13:28:00,2018-01-30 13:29:00,32632.0,32632.0,32619.0,32619.0,287.0,1,1,-,13.0,1,0,0
2018-01-30 13:29:00,2018-01-30 13:30:00,32619.0,32635.0,32619.0,32635.0,271.0,0,1,+,16.0,1,0,0
2018-01-30 13:30:00,2018-01-30 13:33:00,32635.0,32635.0,32606.0,32606.0,1425.0,1,3,-,29.0,2,0,0
2018-01-30 13:33:00,2018-01-30 13:43:00,32606.0,32607.0,32568.0,32607.0,4403.0,0,10,+,39.0,2,0,0
2018-01-30 13:43:00,2018-01-30 13:47:00,32607.0,32607.0,32595.0,32595.0,1790.0,1,4,-,12.0,1,0,0
2018-01-30 13:47:00,2018-01-30 13:49:00,32595.0,32606.0,32584.0,32606.0,995.0,0,2,+,22.0,3,0,0
2018-01-30 13:49:00,2018-01-30 14:08:00,32606.0,32667.0,32592.0,32592.0,7721.0,1,19,+,75.0,2,0,1
2018-01-30 14:08:00,2018-01-30 14:25:00,32592.0,32604.0,32559.0,32604.0,5620.0,0,17,+,45.0,2,0,0
2018-01-30 14:25:00,2018-01-30 14:27:00,32604.0,32605.0,32596.0,32596.0,815.0,1,2,-,9.0,1,0,0
2018-01-30 14:27:00,2018-01-30 14:53:00,32596.0,32597.0,32550.0,32597.0,9200.0,0,26,+,47.0,7,1,2
2018-01-30 14:53:00,2018-01-30 15:18:00,32597.0,32647.0,32588.0,32588.0,8291.0,1,25,-,59.0,2,0,3
2018-01-30 15:18:00,2018-01-30 15:29:00,32588.0,32596.0,32536.0,32596.0,5309.0,0,11,+,60.0,2,2,2
2018-01-30 15:29:00,2018-01-30 15:32:00,32596.0,32599.0,32582.0,32582.0,1591.0,1,3,-,17.0,1,0,0
2018-01-30 15:32:00,2018-01-30 15:39:00,32582.0,32591.0,32563.0,32591.0,2186.0,0,7,+,28.0,1,1,1
2018-01-30 15:39:00,2018-01-30 15:46:00,32591.0,32609.0,32584.0,32584.0,2713.0,1,7,+,25.0,1,0,0
2018-01-30 15:46:00,2018-01-30 15:48:00,32584.0,32604.0,32584.0,32604.0,663.0,0,2,+,20.0,1,0,0
2018-01-30 15:48:00,2018-01-30 15:54:00,32604.0,32619.0,32593.0,32593.0,1923.0,1,6,-,26.0,1,0,0
2018-01-30 15:54:00,2018-01-30 15:55:00,32593.0,32599.0,32593.0,32599.0,476.0,0,1,+,6.0,2,0,0
2018-01-30 15:55:00,2018-01-30 15:56:00,32599.0,32599.0,32588.0,32588.0,433.0,1,1,-,11.0,1,0,0
2018-01-30 15:56:00,2018-01-30 16:00:00,32588.0,32594.0,32583.0,32594.0,1505.0,0,4,+,11.0,1,0,0
2018-01-30 16:00:00,2018-01-30 16:01:00,32594.0,32594.0,32586.0,32586.0,433.0,1,1,-,8.0,1,0,0
2018-01-30 16:01:00,2018-01-30 16:02:00,32586.0,32596.0,32586.0,32596.0,386.0,0,1,+,10.0,1,0,0
2018-01-30 16:02:00,2018-01-30 17:56:00,32596.0,32690.0,32596.0,32667.0,9879.0,1,69,+,94.0,5,3,2
2018-01-30 17:56:00,2018-01-30 17:57:00,32667.0,32674.0,32667.0,32674.0,49.0,0,1,+,7.0,1,0,0
2018-01-30 17:57:00,2018-01-30 18:03:00,32674.0,32681.0,32672.0,32672.0,176.0,1,6,+,9.0,3,0,0
2018-01-30 18:03:00,2018-01-30 18:05:00,32672.0,32678.0,32672.0,32678.0,30.0,0,2,+,6.0,1,0,0
2018-01-30 18:05:00,2018-01-30 18:06:00,32678.0,32678.0,32675.0,32675.0,31.0,1,1,-,3.0,1,0,0
2018-01-30 18:06:00,2018-01-30 18:44:00,32675.0,32675.0,32633.0,32659.0,1791.0,0,38,-,42.0,2,3,6
2018-01-30 18:44:00,2018-01-30 18:50:00,32659.0,32661.0,32653.0,32653.0,223.0,1,6,-,8.0,1,0,0
2018-01-30 18:50:00,2018-01-30 18:51:00,32653.0,32656.0,32653.0,32656.0,25.0,0,1,+,3.0,1,0,0
2018-01-30 18:51:00,2018-01-30 18:58:00,32656.0,32660.0,32651.0,32651.0,207.0,1,7,+,9.0,2,0,0
2018-01-30 18:58:00,2018-01-30 19:05:00,32651.0,32652.0,32649.0,32652.0,88.0,0,7,-,3.0,1,0,0
2018-01-30 19:05:00,2018-01-30 19:43:00,32652.0,32675.0,32651.0,32659.0,837.0,1,38,+,24.0,3,2,1
2018-01-30 19:43:00,2018-01-30 19:44:00,32659.0,32664.0,32659.0,32664.0,27.0,0,1,+,5.0,1,0,0
2018-01-30 19:44:00,2018-01-30 19:46:00,32664.0,32667.0,32657.0,32657.0,51.0,1,2,-,10.0,1,0,1
2018-01-30 19:46:00,2018-01-30 20:58:00,32657.0,32657.0,32604.0,32627.0,2941.0,0,72,-,53.0,6,5,11
2018-01-30 20:58:00,2018-01-30 21:01:00,32627.0,32632.0,32624.0,32624.0,224.0,1,3,-,8.0,1,0,1
2018-01-30 21:01:00,2018-01-30 21:02:00,32624.0,32628.0,32624.0,32628.0,54.0,0,1,+,4.0,1,0,0
2018-01-30 21:02:00,2018-01-30 21:47:00,32628.0,32646.0,32624.0,32631.0,1343.0,1,45,-,22.0,6,1,2
2018-01-30 21:47:00,2018-01-31 00:00:00,32631.0,32631.0,32338.0,32393.0,18443.0,1,133,-,293.0,10,11,21
2018-01-31 00:00:00,2018-01-31 00:09:00,32393.0,32393.0,32368.0,32392.0,507.0,0,9,-,25.0,3,0,0
2018-01-31 00:09:00,2018-01-31 00:31:00,32392.0,32434.0,32390.0,32390.0,1498.0,1,22,-,44.0,2,1,0
2018-01-31 00:31:00,2018-01-31 00:36:00,32390.0,32397.0,32388.0,32397.0,195.0,0,5,+,9.0,1,0,0
2018-01-31 00:36:00,2018-01-31 00:38:00,32397.0,32400.0,32389.0,32389.0,106.0,1,2,-,11.0,1,0,0
2018-01-31 00:38:00,2018-01-31 00:39:00,32389.0,32390.0,32389.0,32390.0,52.0,0,1,+,1.0,1,0,0
2018-01-31 00:39:00,2018-01-31 00:40:00,32390.0,32390.0,32389.0,32389.0,48.0,1,1,-,1.0,1,0,0
2018-01-31 00:40:00,2018-01-31 00:41:00,32389.0,32397.0,32389.0,32397.0,58.0,0,1,+,8.0,2,0,0
2018-01-31 00:41:00,2018-01-31 00:54:00,32397.0,32413.0,32393.0,32393.0,900.0,1,13,-,20.0,2,1,0
2018-01-31 00:54:00,2018-01-31 00:55:00,32393.0,32398.0,32393.0,32398.0,69.0,0,1,+,5.0,1,0,0
2018-01-31 00:55:00,2018-01-31 00:56:00,32398.0,32398.0,32395.0,32395.0,11.0,1,1,-,3.0,1,0,0
2018-01-31 00:56:00,2018-01-31 00:57:00,32395.0,32399.0,32395.0,32399.0,65.0,0,1,+,4.0,1,0,0
2018-01-31 00:57:00,2018-01-31 00:59:00,32399.0,32402.0,32391.0,32391.0,52.0,1,2,-,11.0,1,0,1
2018-01-31 00:59:00,2018-01-31 09:15:00,32391.0,32405.0,32391.0,32405.0,1047.0,0,1,+,14.0,1,0,1
2018-01-31 09:15:00,2018-01-31 10:16:00,32405.0,32583.0,32405.0,32505.0,39267.0,1,61,-,178.0,7,9,4
2018-01-31 10:16:00,2018-01-31 10:59:00,32505.0,32517.0,32301.0,32440.0,31258.0,0,43,-,216.0,2,2,5
2018-01-31 10:59:00,2018-01-31 13:07:00,32440.0,32791.0,32440.0,32689.0,43150.0,1,68,+,351.0,6,8,2
2018-01-31 13:07:00,2018-01-31 14:08:00,32689.0,32689.0,32542.0,32615.0,33245.0,0,61,-,147.0,6,4,2
2018-01-31 14:08:00,2018-01-31 14:09:00,32615.0,32615.0,32611.0,32611.0,326.0,1,1,-,4.0,1,0,0
2018-01-31 14:09:00,2018-01-31 14:27:00,32611.0,32611.0,32531.0,32596.0,8867.0,0,18,-,80.0,3,1,1
2018-01-31 14:27:00,2018-01-31 16:29:00,32596.0,32923.0,32588.0,32844.0,55635.0,1,122,+,335.0,12,12,5
2018-01-31 16:29:00,2018-01-31 17:15:00,32844.0,32873.0,32844.0,32873.0,204.0,0,1,+,29.0,1,1,0
2018-01-31 17:15:00,2018-01-31 17:17:00,32873.0,32873.0,32859.0,32859.0,333.0,1,2,-,14.0,1,0,0
2018-01-31 17:17:00,2018-01-31 17:18:00,32859.0,32870.0,32859.0,32870.0,70.0,0,1,+,11.0,1,0,0
2018-01-31 17:18:00,2018-01-31 17:19:00,32870.0,32870.0,32870.0,32870.0,103.0,1,1,-,0.0,1,0,0
2018-01-31 17:19:00,2018-01-31 17:32:00,32870.0,32881.0,32861.0,32881.0,699.0,0,13,+,20.0,2,0,0
2018-01-31 17:32:00,2018-01-31 17:33:00,32881.0,32881.0,32874.0,32874.0,51.0,1,1,-,7.0,1,0,0
2018-01-31 17:33:00,2018-01-31 17:37:00,32874.0,32879.0,32868.0,32879.0,167.0,0,4,+,11.0,1,0,0
2018-01-31 17:37:00,2018-01-31 17:38:00,32879.0,32879.0,32877.0,32877.0,36.0,1,1,-,2.0,1,0,0
2018-01-31 17:38:00,2018-01-31 17:39:00,32877.0,32882.0,32877.0,32882.0,20.0,0,1,+,5.0,1,0,0
2018-01-31 17:39:00,2018-01-31 17:40:00,32882.0,32882.0,32874.0,32874.0,60.0,1,1,-,8.0,1,0,0
2018-01-31 17:40:00,2018-01-31 18:03:00,32874.0,32874.0,32855.0,32872.0,1237.0,0,23,-,19.0,3,0,0
2018-01-31 18:03:00,2018-01-31 18:06:00,32872.0,32874.0,32868.0,32868.0,84.0,1,3,+,6.0,1,0,0
2018-01-31 18:06:00,2018-01-31 18:17:00,32868.0,32868.0,32856.0,32866.0,313.0,0,11,-,12.0,3,0,0
2018-01-31 18:17:00,2018-01-31 18:18:00,32866.0,32866.0,32861.0,32861.0,11.0,1,1,-,5.0,2,0,0
2018-01-31 18:18:00,2018-01-31 18:35:00,32861.0,32865.0,32850.0,32865.0,468.0,0,17,+,15.0,4,2,0
2018-01-31 18:35:00,2018-01-31 18:37:00,32865.0,32865.0,32861.0,32861.0,52.0,1,2,-,4.0,1,0,0
2018-01-31 18:37:00,2018-01-31 18:39:00,32861.0,32864.0,32857.0,32864.0,28.0,0,2,+,7.0,1,1,0
2018-01-31 18:39:00,2018-01-31 18:40:00,32864.0,32864.0,32859.0,32859.0,13.0,1,1,-,5.0,1,0,1
2018-01-31 18:40:00,2018-01-31 18:41:00,32859.0,32867.0,32859.0,32867.0,10.0,0,1,+,8.0,1,1,0
2018-01-31 18:41:00,2018-01-31 19:39:00,32867.0,32942.0,32865.0,32897.0,2599.0,1,58,+,77.0,4,5,3
2018-01-31 19:39:00,2018-01-31 19:42:00,32897.0,32903.0,32892.0,32903.0,265.0,0,3,+,11.0,1,1,0
2018-01-31 19:42:00,2018-01-31 19:49:00,32903.0,32910.0,32900.0,32900.0,210.0,1,7,+,10.0,2,0,0
2018-01-31 19:49:00,2018-01-31 19:51:00,32900.0,32906.0,32900.0,32906.0,138.0,0,2,+,6.0,3,0,0
2018-01-31 19:51:00,2018-01-31 20:20:00,32906.0,32939.0,32906.0,32917.0,1405.0,1,29,-,33.0,2,0,0
2018-01-31 20:20:00,2018-01-31 20:23:00,32917.0,32921.0,32915.0,32921.0,130.0,0,3,+,6.0,1,1,0
2018-01-31 20:23:00,2018-01-31 20:25:00,32921.0,32921.0,32914.0,32914.0,31.0,1,2,-,7.0,1,0,0
2018-01-31 20:25:00,2018-01-31 20:27:00,32914.0,32920.0,32914.0,32920.0,14.0,0,2,+,6.0,1,0,0
2018-01-31 20:27:00,2018-01-31 21:26:00,32920.0,32988.0,32920.0,32954.0,3793.0,1,59,+,68.0,7,5,5
2018-01-31 21:26:00,2018-01-31 21:29:00,32954.0,32962.0,32951.0,32962.0,158.0,0,3,+,11.0,1,0,0
2018-01-31 21:29:00,2018-01-31 21:30:00,32962.0,32962.0,32955.0,32955.0,32.0,1,1,-,7.0,1,0,0
2018-01-31 21:30:00,2018-01-31 22:14:00,32955.0,32962.0,32930.0,32958.0,2198.0,0,44,-,32.0,6,2,1
2018-01-31 22:14:00,2018-01-31 22:30:00,32958.0,32968.0,32949.0,32949.0,809.0,1,16,-,19.0,2,0,2
2018-01-31 22:30:00,2018-01-31 22:31:00,32949.0,32951.0,32949.0,32951.0,96.0,0,1,+,2.0,1,0,0
2018-01-31 22:31:00,2018-01-31 22:42:00,32951.0,32978.0,32931.0,32931.0,1226.0,1,11,+,47.0,3,2,3
2018-01-31 22:42:00,2018-01-31 23:19:00,32931.0,32940.0,32880.0,32940.0,4250.0,0,37,+,60.0,4,5,4
2018-01-31 23:19:00,2018-01-31 23:25:00,32940.0,32940.0,32918.0,32918.0,336.0,1,6,-,22.0,1,0,0
2018-01-31 23:25:00,2018-01-31 23:34:00,32918.0,32919.0,32895.0,32917.0,615.0,0,9,-,24.0,2,1,0
2018-01-31 23:34:00,2018-01-31 23:35:00,32917.0,32917.0,32902.0,32902.0,60.0,1,1,-,15.0,1,0,0
2018-01-31 23:35:00,2018-01-31 23:36:00,32902.0,32919.0,32902.0,32919.0,50.0,0,1,+,17.0,1,1,0
2018-01-31 23:36:00,2018-01-31 23:38:00,32919.0,32919.0,32902.0,32902.0,193.0,1,2,-,17.0,3,0,1
2018-01-31 23:38:00,2018-02-01 00:00:00,32902.0,32902.0,32803.0,32803.0,2007.0,1,22,-,99.0,1,1,3
2018-02-01 00:00:00,2018-02-01 09:15:00,32803.0,32821.0,32723.0,32821.0,5119.0,0,60,+,98.0,6,0,4
2018-02-01 09:15:00,2018-02-01 10:19:00,32821.0,32963.0,32821.0,32885.0,41500.0,1,64,+,142.0,6,10,5
2018-02-01 10:19:00,2018-02-01 11:27:00,32885.0,32885.0,32719.0,32800.0,38972.0,0,68,-,166.0,12,3,3
2018-02-01 11:27:00,2018-02-01 11:35:00,32800.0,32806.0,32773.0,32773.0,1937.0,1,8,+,33.0,2,0,0
2018-02-01 11:35:00,2018-02-01 11:39:00,32773.0,32777.0,32754.0,32777.0,793.0,0,4,+,23.0,1,0,0
2018-02-01 11:39:00,2018-02-01 11:40:00,32777.0,32777.0,32769.0,32769.0,187.0,1,1,-,8.0,1,0,0
2018-02-01 11:40:00,2018-02-01 13:18:00,32769.0,32769.0,32634.0,32734.0,18773.0,0,39,-,135.0,2,3,4
2018-02-01 13:18:00,2018-02-01 13:54:00,32734.0,32791.0,32701.0,32701.0,13359.0,1,36,-,90.0,4,2,1
2018-02-01 13:54:00,2018-02-01 14:13:00,32701.0,32735.0,32677.0,32735.0,6687.0,0,19,+,58.0,2,1,0
2018-02-01 14:13:00,2018-02-01 14:14:00,32735.0,32735.0,32734.0,32734.0,259.0,1,1,-,1.0,1,0,0
2018-02-01 14:14:00,2018-02-01 14:37:00,32734.0,32734.0,32679.0,32717.0,6977.0,0,23,-,55.0,5,1,2
2018-02-01 14:37:00,2018-02-01 14:38:00,32717.0,32717.0,32715.0,32715.0,241.0,1,1,-,2.0,1,0,0
2018-02-01 14:38:00,2018-02-01 14:39:00,32715.0,32735.0,32715.0,32735.0,380.0,0,1,+,20.0,1,1,0
2018-02-01 14:39:00,2018-02-01 14:51:00,32735.0,32744.0,32699.0,32699.0,4107.0,1,12,-,45.0,2,0,0
2018-02-01 14:51:00,2018-02-01 14:52:00,32699.0,32719.0,32699.0,32719.0,205.0,0,1,+,20.0,1,1,0
2018-02-01 14:52:00,2018-02-01 15:13:00,32719.0,32812.0,32713.0,32723.0,8959.0,1,21,-,99.0,3,2,2
2018-02-01 15:13:00,2018-02-01 15:23:00,32723.0,32735.0,32700.0,32735.0,3131.0,0,10,+,35.0,1,0,0
2018-02-01 15:23:00,2018-02-01 15:24:00,32735.0,32735.0,32717.0,32717.0,276.0,1,1,-,18.0,1,0,0
2018-02-01 15:24:00,2018-02-01 18:21:00,32717.0,32729.0,32538.0,32573.0,24494.0,0,132,-,191.0,12,3,7
2018-02-01 18:21:00,2018-02-01 18:43:00,32573.0,32584.0,32565.0,32565.0,788.0,1,22,+,19.0,4,0,1
2018-02-01 18:43:00,2018-02-01 19:40:00,32565.0,32565.0,32534.0,32544.0,1917.0,0,57,-,31.0,4,4,0
2018-02-01 19:40:00,2018-02-01 19:41:00,32544.0,32544.0,32531.0,32531.0,131.0,1,1,-,13.0,2,0,1
2018-02-01 19:41:00,2018-02-01 20:24:00,32531.0,32531.0,32500.0,32531.0,2639.0,0,43,-,31.0,6,4,6
2018-02-01 20:24:00,2018-02-01 20:45:00,32531.0,32556.0,32517.0,32517.0,1322.0,1,21,-,39.0,2,2,2
2018-02-01 20:45:00,2018-02-01 20:46:00,32517.0,32526.0,32517.0,32526.0,84.0,0,1,+,9.0,1,0,0
2018-02-01 20:46:00,2018-02-01 21:02:00,32526.0,32547.0,32523.0,32523.0,828.0,1,16,+,24.0,3,1,1
2018-02-01 21:02:00,2018-02-01 21:03:00,32523.0,32531.0,32523.0,32531.0,71.0,0,1,+,8.0,1,0,0
2018-02-01 21:03:00,2018-02-01 21:05:00,32531.0,32534.0,32528.0,32528.0,97.0,1,2,-,6.0,1,0,0
2018-02-01 21:05:00,2018-02-01 21:07:00,32528.0,32535.0,32528.0,32535.0,58.0,0,2,+,7.0,1,0,0
2018-02-01 21:07:00,2018-02-01 21:12:00,32535.0,32539.0,32532.0,32532.0,111.0,1,5,+,7.0,3,0,0
2018-02-01 21:12:00,2018-02-01 22:32:00,32532.0,32532.0,32428.0,32471.0,9177.0,0,80,-,104.0,10,8,7
2018-02-01 22:32:00,2018-02-01 22:47:00,32471.0,32489.0,32460.0,32460.0,1894.0,1,15,-,29.0,4,1,0
2018-02-01 22:47:00,2018-02-01 22:49:00,32460.0,32476.0,32460.0,32476.0,134.0,0,2,+,16.0,1,0,0
2018-02-01 22:49:00,2018-02-01 23:22:00,32476.0,32548.0,32476.0,32480.0,4730.0,1,33,-,72.0,3,2,2
2018-02-01 23:22:00,2018-02-01 23:37:00,32480.0,32498.0,32456.0,32498.0,1468.0,0,15,+,42.0,2,1,0
2018-02-01 23:37:00,2018-02-01 23:42:00,32498.0,32508.0,32497.0,32498.0,548.0,1,5,+,11.0,1,0,0
2018-02-01 23:42:00,2018-02-01 23:43:00,32498.0,32511.0,32498.0,32511.0,56.0,0,1,+,13.0,1,0,0
2018-02-01 23:43:00,2018-02-01 23:44:00,32511.0,32511.0,32500.0,32500.0,54.0,1,1,-,11.0,1,0,0
2018-02-01 23:44:00,2018-02-01 23:45:00,32500.0,32506.0,32500.0,32506.0,87.0,0,1,+,6.0,1,0,0
2018-02-01 23:45:00,2018-02-01 23:46:00,32506.0,32506.0,32500.0,32500.0,39.0,1,1,-,6.0,1,0,0
2018-02-01 23:46:00,2018-02-01 23:47:00,32500.0,32509.0,32500.0,32509.0,40.0,0,1,+,9.0,1,0,0
2018-02-01 23:47:00,2018-02-01 23:53:00,32509.0,32516.0,32503.0,32503.0,260.0,1,6,-,13.0,1,0,0
2018-02-01 23:53:00,2018-02-01 23:54:00,32503.0,32506.0,32503.0,32506.0,27.0,0,1,+,3.0,1,0,0
2018-02-01 23:54:00,2018-02-01 23:57:00,32506.0,32511.0,32500.0,32500.0,130.0,1,3,+,11.0,2,0,0
2018-02-01 23:57:00,2018-02-02 00:00:00,32500.0,32503.0,32490.0,32503.0,331.0,0,3,+,13.0,1,0,0
2018-02-02 00:00:00,2018-02-02 00:02:00,32503.0,32504.0,32500.0,32500.0,156.0,1,2,-,4.0,1,0,0
2018-02-02 00:02:00,2018-02-02 00:03:00,32500.0,32500.0,32500.0,32500.0,32.0,0,1,-,0.0,1,0,0
2018-02-02 00:03:00,2018-02-02 00:04:00,32500.0,32500.0,32492.0,32492.0,43.0,1,1,-,8.0,1,0,0
2018-02-02 00:04:00,2018-02-02 00:06:00,32492.0,32498.0,32483.0,32498.0,392.0,0,2,+,15.0,1,1,0
2018-02-02 00:06:00,2018-02-02 00:07:00,32498.0,32498.0,32488.0,32488.0,40.0,1,1,-,10.0,1,0,0
2018-02-02 00:07:00,2018-02-02 00:42:00,32488.0,32492.0,32417.0,32486.0,2727.0,0,35,-,75.0,2,1,2
2018-02-02 00:42:00,2018-02-02 09:18:00,32486.0,32552.0,32475.0,32475.0,3794.0,1,21,+,77.0,2,2,2
2018-02-02 09:18:00,2018-02-02 09:19:00,32475.0,32490.0,32475.0,32490.0,507.0,0,1,+,15.0,1,0,0
2018-02-02 09:19:00,2018-02-02 09:22:00,32490.0,32504.0,32455.0,32455.0,1274.0,1,3,-,49.0,1,0,1
2018-02-02 09:22:00,2018-02-02 09:58:00,32455.0,32456.0,32283.0,32451.0,34821.0,0,36,-,173.0,4,5,6
2018-02-02 09:58:00,2018-02-02 11:31:00,32451.0,32723.0,32451.0,32625.0,58397.0,1,93,+,272.0,6,6,4
2018-02-02 11:31:00,2018-02-02 11:32:00,32625.0,32636.0,32625.0,32636.0,351.0,0,1,+,11.0,1,0,0
2018-02-02 11:32:00,2018-02-02 11:39:00,32636.0,32652.0,32636.0,32638.0,1897.0,1,7,-,16.0,1,0,0
2018-02-02 11:39:00,2018-02-02 13:27:00,32638.0,32638.0,32495.0,32595.0,17698.0,0,48,-,143.0,8,3,5
2018-02-02 13:27:00,2018-02-02 13:28:00,32595.0,32595.0,32587.0,32587.0,403.0,1,1,-,8.0,1,0,0
2018-02-02 13:28:00,2018-02-02 13:29:00,32587.0,32602.0,32587.0,32602.0,475.0,0,1,+,15.0,1,0,0
2018-02-02 13:29:00,2018-02-02 13:38:00,32602.0,32613.0,32578.0,32578.0,3253.0,1,9,-,35.0,2,0,0
2018-02-02 13:38:00,2018-02-02 13:39:00,32578.0,32580.0,32578.0,32580.0,278.0,0,1,+,2.0,1,0,0
2018-02-02 13:39:00,2018-02-02 13:52:00,32580.0,32622.0,32551.0,32551.0,4734.0,1,13,-,71.0,3,1,2
2018-02-02 13:52:00,2018-02-02 14:05:00,32551.0,32566.0,32531.0,32566.0,5137.0,0,13,+,35.0,2,0,1
2018-02-02 14:05:00,2018-02-02 15:08:00,32566.0,32736.0,32566.0,32644.0,27037.0,1,63,+,170.0,4,3,5
2018-02-02 15:08:00,2018-02-02 15:09:00,32644.0,32658.0,32644.0,32658.0,257.0,0,1,+,14.0,1,0,0
2018-02-02 15:09:00,2018-02-02 15:10:00,32658.0,32658.0,32648.0,32648.0,208.0,1,1,-,10.0,1,0,0
2018-02-02 15:10:00,2018-02-02 18:21:00,32648.0,32648.0,32275.0,32330.0,32150.0,0,146,-,373.0,18,3,8
2018-02-02 18:21:00,2018-02-02 18:27:00,32330.0,32340.0,32314.0,32314.0,689.0,1,6,-,26.0,1,0,0
2018-02-02 18:27:00,2018-02-02 18:31:00,32314.0,32327.0,32307.0,32327.0,249.0,0,4,+,20.0,2,0,0
2018-02-02 18:31:00,2018-02-02 18:53:00,32327.0,32342.0,32312.0,32312.0,1100.0,1,22,-,30.0,5,0,0
2018-02-02 18:53:00,2018-02-02 18:54:00,32312.0,32316.0,32312.0,32316.0,65.0,0,1,+,4.0,1,0,0
2018-02-02 18:54:00,2018-02-02 18:56:00,32316.0,32316.0,32300.0,32300.0,131.0,1,2,-,16.0,1,0,1
2018-02-02 18:56:00,2018-02-02 19:06:00,32300.0,32326.0,32287.0,32326.0,831.0,0,10,+,39.0,2,2,1
