开始时间,结束时间,开盘,最高,最低,收盘,成交量,60均线上/下方(1/0),K线数量,涨/跌趋势(+/-),此波幅度,macd绿区,macd红区,异动小于-1.5倍,异动大于1.5倍
2018-11-22 11:43:00,2018-11-22 13:25:00,25875.0,25941.0,25875.0,25895.0,13176.0,1,42,+,66.0,2,2,4,3
2018-11-22 13:25:00,2018-11-22 13:26:00,25895.0,25903.0,25895.0,25903.0,313.0,0,1,+,8.0,1,0,0,0
2018-11-22 13:26:00,2018-11-22 13:30:00,25903.0,25904.0,25897.0,25897.0,941.0,1,4,-,7.0,1,0,0,0
2018-11-22 13:30:00,2018-11-22 13:32:00,25897.0,25906.0,25889.0,25906.0,852.0,0,2,+,17.0,1,0,0,1
2018-11-22 13:32:00,2018-11-22 13:53:00,25906.0,25988.0,25906.0,25925.0,10832.0,1,21,-,82.0,2,1,0,3
2018-11-22 13:53:00,2018-11-22 13:57:00,25925.0,25950.0,25915.0,25950.0,1375.0,0,4,+,35.0,1,0,0,1
2018-11-22 13:57:00,2018-11-22 15:18:00,25950.0,26053.0,25944.0,25997.0,27016.0,1,81,+,109.0,5,4,4,7
2018-11-22 15:18:00,2018-11-22 15:20:00,25997.0,26009.0,25997.0,26009.0,773.0,0,2,+,12.0,1,0,0,0
2018-11-22 15:20:00,2018-11-22 15:21:00,26009.0,26009.0,26007.0,26007.0,197.0,1,1,-,2.0,1,0,0,0
2018-11-22 15:21:00,2018-11-22 15:22:00,26007.0,26010.0,26007.0,26010.0,261.0,0,1,+,3.0,1,0,0,0
2018-11-22 15:22:00,2018-11-22 15:23:00,26010.0,26010.0,26007.0,26007.0,302.0,1,1,-,3.0,1,0,0,0
2018-11-22 15:23:00,2018-11-22 15:24:00,26007.0,26017.0,26007.0,26017.0,254.0,0,1,+,10.0,1,0,0,0
2018-11-22 15:24:00,2018-11-22 15:30:00,26017.0,26037.0,26012.0,26012.0,1626.0,1,6,-,25.0,1,1,0,0
2018-11-22 15:30:00,2018-11-22 15:31:00,26012.0,26022.0,26012.0,26022.0,134.0,0,1,+,10.0,0,1,0,0
2018-11-22 15:31:00,2018-11-22 15:43:00,26022.0,26038.0,26019.0,26019.0,1920.0,1,12,+,19.0,1,1,0,0
2018-11-22 15:43:00,2018-11-22 16:28:00,26019.0,26019.0,25940.0,25947.0,11688.0,1,45,-,79.0,2,1,3,3
